酒鬼,ziukui,,
酒壺,tsiufu,,
酒壺,ziufu,,
酒楻,tsiufong,,
酒楻,ziufog,,
酒祭,tsiutsi,,
酒祭,ziuzi,,
酒窟,tsiufut,,
酒窟,ziufut,,
酒窟仔,zfe,,
酒囊,tsiungong,,
酒囊,ziugog,,
酒肉,tsiungiu,,
酒肉,ziugiu,,
酒桶,tsiuth,,
酒桶,ziuthu,,
酒徒,tsiuthu,,
酒徒,ziuthu,,
酒味,tsiumi,,
酒味,ziumi,,
酒席,tsiusit,,
酒席,ziusit,,
酒政,tsiutsii,,
酒政,ziuzii,,
酒醉,tsiutsui,,
酒醉,ziuzui,,
酒醉仙,tstss,,
酒醉仙,zzs,,
酒酢,tsiutso,,
酒酢,ziuzo,,
臼,khiu,,
臼利,khiuli,,
咎,kiu,,
疚,kiu,,
柩,kiu,,
救,kiu,,
救出,kiucut,,
救出,kiutshut,,
救到,kiuto,,
救恩,kiuen,,
救過,kiuko,,
救濟,kiutsi,,
救濟,kiuzi,,
救了,kiulia,,
救靈,kiulin,,
救命,kiumia,,
救人,kiugin,,
救人,kiungin,,
救生,kiusag,,
救生,kiusang,,
救生艇,ksth,,
救世,kiusii,,
救贖,kiusuk,,
救王,kiuvog,,
救王,kiuvong,,
救星,kiusen,,
救援,kiuyen,,
救治,kiutsii,,
救治,kiuzii,,
救主,kiutsu,,
救主,kiuzu,,
救助,kiucu,,
救助,kiutshu,,
救轉,kiutson,,
救轉,kiuzon,,
救走,kiutseu,,
救走,kiuzeu,,
就,chhiu,,
就,ciu,,
就,tshiu,,
就he,ciuhe,,
就he,tshiuh,,
就oi,ciuoi,,
就愛,ciuoi,,
就愛,tshiuo,,
就到,ciuto,,
就到,tshiut,,
就低,ciutai,,
就低,tshiut,,
就高,ciuko,,
就高,tshiuk,,
就好,ciuho,,
就好,tshiuh,,
就會,ciuvoi,,
就會,tshiuv,,
就近,ciukhi,,
就近,tshiuk,,
就來,ciuloi,,
就來,tshiul,,
就連,ciulie,,
就連,tshiul,,
就能,ciunen,,
就能,tshiun,,
就去,ciuhi,,
就去,tshiuh,,
就食,ciusii,,
就食,tshius,,
就算,ciuson,,
就算,tshius,,
就位,ciuvi,,
就位,tshiuv,,
就無,ciumo,,
就無,tshium,,
就係,ciuhe,,
就係,tshiuh,,
就像,ciucio,,
就像,tshiut,,
就有,ciuyu,,
就有,tshiuy,,
就知,ciuti,,
就知,tshiut,,
就職,ciuzii,,
就職,tshiut,,
廄,kiu,,
舅,khiu,,
舅父,khiufu,,
僦,chhiu,,
僦,chiu,,
僦,ciu,,
僦,tshiu,,
僦,tsiu,,
僦,ziu,,
慦,kiu,,
舊,khiu,,
舊掉,khiuth,,
舊恨,khiuhe,,
舊金山,sanfra,,
舊糧,khiuli,,
舊路,khiulu,,
舊門,khiumu,,
舊年,khiugi,,
舊年,khiungi,,
舊人,khiugi,,
舊人,khiungi,,
舊衫,khiusa,,
舊王,khiuvo,,
舊性,khiusi,,
舊約,khiuyo,,
鯦,khiu,,
麔,khiu,,
鷲,chhiu,,
鷲,ciu,,
鷲,tshiu,,
拘,ki,,
拘留,khuliu,,
拘留所,kls,,
苴,chii,,
苴,tsii,,
苴,zii,,
狙,khi,,
匊,khiuk,,
居,ki,,
居里扭,klg,,
居里扭,klng,,
居所,kiso,,
居住,kicu,,
居住,kitshu,,
捄,khiu,,
捄,ki,,
捄,kiu,,
挶,khiuk,,
砠,chhu,,
砠,cu,,
砠,tshu,,
罝,chia,,
罝,tsia,,
罝,zia,,
疽,khi,,
痀,khi,,
痀,khu,,
痀,ki,,
痀,ku,,
痀背,kupoi,,
掬,khiuk,,
梮,khiuk,,
崌,ki,,
娵,cheu,,
娵,tseu,,
娵,zeu,,
琚,ki,,
椐,ki,,
腒,ki,,
雎,ki,,
裾,ki,,
駒,ki,,
踘,khiuk,,
鞠,khiuk,,
鞠躬,khiukk,,
鞫,khiuk,,
鶋,ki,,
局,khiuk,,
侷,khiuk,,
侷人,khiukg,,
侷人,khiukng,,
桔,kit,,
菊,khiuk,,
焗,kiuk,,
焗到,kiukto,,
輂,khiuk,,
閰,giam,,
閰,ngiam,,
跼,khiuk,,
趜,khiu,,
趜,kiuk,,
趜酒,kiuktsi,,
趜酒,kiukzi,,
趜酒池,ktstsh,,
趜酒池,kzc,,
鋦,khiuk,,
橘,kit,,
鵙,kiet,,
鵴,khiuk,,
鶪,kiet,,
咀,chu,,
咀,tsu,,
咀,zu,,
咀咀,tsutts,,
咀咀,zutzut,,
沮,ki,,
莒,ki,,
矩,ki,,
矩矩,kiki,,
椇,ki,,
筥,ki,,
蒟,ki,,
踽,khi,,
舉,ki,,
舉哀,kioi,,
舉高,kiko,,
舉行,kihag,,
舉行,kihang,,
舉例,kili,,
舉目,kimuk,,
舉手,kisu,,
舉止,kitsii,,
舉止,kizii,,
櫸,ki,,
齟,chhu,,
齟,cu,,
齟,tshu,,
巨,khi,,
巨人,kigin,,
巨人,kingin,,
句,ki,,
句話,kifa,,
句句,kiki,,
拒,khi,,
拒絕,khicie,,
拒絕,khitshie,,
苣,khi,,
岠,khi,,
岠,ki,,
姖,ki,,
姖兜,kiteu,,
具,khi,,
炬,khi,,
怚,chhu,,
怚,chi,,
怚,cu,,
怚,tshu,,
怚,tsi,,
怚,zi,,
秬,khi,,
俱,khi,,
倨,ki,,
粔,khi,,
埧,khi,,
埧,ki,,
据,ki,,
距,khi,,
距離,khili,,
詎,ki,,
跙,chu,,
跙,tsu,,
跙,zu,,
鉅,khi,,
豦,ki,,
虡,khi,,
虡,ki,,
駏,khi,,
聚,chhi,,
聚,ci,,
聚,tshi,,
聚會,cifi,,
聚會,tshifi,,
聚集,cisip,,
聚集,tshisi,,
寠,khi,,
劇,hiak,,
劇,khiak,,
踞,ki,,
據,ki,,
遽,kiak,,
遽到,kiakto,,
遽遽,kiakki,,
鋸,ki,,
鋸掉,kithet,,
鋸斷,kithon,,
鋸屎,kisii,,
鋸形,kihin,,
鋸仔,kie,,
懅,khi,,
懅,ki,,
窶,ki,,
颶,khi,,
屨,ki,,
醵,khiok,,
醵,ki,,
躆,ki,,
鐻,khi,,
鐻,ki,,
懼,khi,,
懼到,khito,,
捐,kien,,
捐出,kiencu,,
捐出,kientshu,,
捐款,kienkh,,
捐獻,kienhi,,
涓,kien,,
娟,kien,,
脧,choi,,
脧,chui,,
脧,chun,,
脧,tsoi,,
脧,tsui,,
脧,tsun,,
脧,zoi,,
脧,zui,,
脧,zun,,
鋑,son,,
鞙,kien,,
鵑,kien,,
鐫,chien,,
鐫,chun,,
鐫,tsien,,
鐫,tsun,,
鐫,zien,,
鐫,zun,,
蠲,kien,,
卷,khien,,
卷,kien,,
捲,kien,,
捲風,kienfu,,
捲起,kienhi,,
捲去,kienhi,,
捲入,kiengi,,
捲天,kienth,,
捲著,kiente,,
捲走,kientse,,
捲走,kienze,,
捲做,kientso,,
捲做,kienzo,,
菤,khien,,
菤,kien,,
錈,khien,,
錈,kien,,
臇,chun,,
臇,tsun,,
臇,zun,,
帣,khen,,
帣,kien,,
弮,khien,,
倦,khien,,
狷,kien,,
悁,kien,,
鄄,kien,,
鄄,yin,,
眷,kien,,
眷顧,kienku,,
睊,kien,,
罥,khien,,
罥,kien,,
雋,chun,,
雋,tsun,,
雋,zun,,
絭,khien,,
絭,kien,,
睠,khien,,
絹,kien,,
獧,kien,,
撅,kiet,,
噘,khiet,,
屩,kiok,,
孓,chiet,,
孓,tsiet,,
孓,ziet,,
夬,khoai,,
抉,kiet,,
芵,kiet,,
吷,hiet,,
吷,kiet,,
決,kiet,,
決裁,kietca,,
決裁,kiettsha,,
決定,kietth,,
決斷,kietto,,
決心,kietsi,,
決意,kietyi,,
決志,kiettsi,,
決志,kietzi,,
玨,kok,,
玦,kiet,,
泬,hiet,,
泬,kiet,,
捔,kok,,
掘,khut,,
桷,kok,,
桷仔,koke,,
趹,kiet,,
崛,khut,,
觖,kiet,,
訣,kiet,,
厥,kia,,
厥,kiet,,
厥爸,kiapa,,
厥哥,kiako,,
厥公,kiakug,,
厥公,kiakung,,
厥姑,kiaku,,
厥姐,kiatsi,,
厥姐,kiazi,,
厥姆,kiame,,
厥婆,kiapho,,
厥嫂,kiaso,,
厥手,kiasu,,
厥叔,kiasuk,,
厥太,kiatha,,
傕,khok,,
絕,chhiet,,
絕,ciet,,
絕,tshiet,,
絕代,cietth,,
絕代,tshiet,,
絕掉,cietth,,
絕掉,tshiet,,
絕對,ciettu,,
絕對,tshiet,,
絕後,ciethe,,
絕後,tshiet,,
絕路,cietlu,,
絕路,tshiet,,
絕世,cietsi,,
絕世,tshiet,,
絕望,cietmo,,
絕望,tshiet,,
絕症,cietzi,,
絕症,tshiet,,
絕種,cietzu,,
絕種,tshiet,,
駃,khoai,,
駃,kiet,,
劂,khiet,,
蕨,kiet,,
蕝,chiet,,
蕝,tsiet,,
蕝,ziet,,
嶡,khiet,,
嶡,khui,,
鴃,kiet,,
獗,kiet,,
瘚,khiet,,
潏,kiet,,
憰,khiet,,
橛,kiet,,
爵,chiok,,
爵,tsiok,,
爵,ziok,,
臄,khiok,,
臄,ki,,
蟨,khiet,,
蹶,khiet,,
蹶泥,khietn,,
蹶山,khiets,,
蹶上,khiets,,
譎,kiet,,
矍,khiok,,
覺,kau,,
覺,kok,,
覺悟,kokgu,,
覺悟,kokngu,,
覺醒,koksia,,
鐍,kiet,,
鐍,kit,,
觼,kiet,,
爝,chiok,,
爝,tsiok,,
爝,ziok,,
攫,kiok,,
玃,khiok,,
戄,khiok,,
戄,vok,,
躩,khiok,,
钁,kiok,,
钁頭,kiokth,,
倔,khut,,
均,kiun,,
君,kiun,,
君王,kiunvo,,
君主,kiuntsu,,
君主,kiunzu,,
君子,kiuntsi,,
君子,kiunzi,,
軍,kiun,,
軍備,kiunph,,
軍兵,kiunpi,,
軍長,kiuntso,,
軍長,kiunzo,,
軍隊,kiuncu,,
軍隊,kiuntshu,,
軍方,kiunfo,,
軍官,kiunko,,
軍庫,kiunkh,,
軍力,kiunli,,
軍糧,kiunli,,
軍馬,kiunma,,
軍民,kiunmi,,
軍旗,kiunkh,,
軍權,kiunkh,,
軍人,kiungi,,
軍師,kiunsi,,
軍事,kiunsi,,
軍營,kiunya,,
軍裝,kiuntso,,
軍裝,kiunzo,,
袀,kiun,,
莙,khiun,,
菌,khiun,,
鈞,kiun,,
筠,yun,,
皸,kiun,,
麇,khiun,,
麇,khun,,
呁,kiun,,
俊,chun,,
俊,tsun,,
俊,zun,,
郡,khiun,,
捃,kiun,,
峻,chun,,
峻,tsun,,
峻,zun,,
浚,chun,,
浚,tsun,,
浚,zun,,
晙,chun,,
晙,tsun,,
晙,zun,,
焌,chun,,
焌,tsun,,
焌,zun,,
畯,chun,,
畯,tsun,,
畯,zun,,
竣,chun,,
竣,tsun,,
竣,zun,,
箘,khiun,,
箘,khun,,
餕,chun,,
餕,tsun,,
餕,zun,,
駿,chun,,
駿,tsun,,
駿,zun,,
駿馬,tsunma,,
駿馬,zunma,,
鵔,chun,,
鵔,tsun,,
鵔,zun,,
咖,kha,,
咖啡,kapi,,
哢,nug,,
哢,nung,,
喀,khak,,
卡,kha,,
卡死,khasi,,
揩,khoi,,
開,khoi,,
開出,khoicu,,
開出,khoitshu,,
開除,khoicu,,
開除,khoitshu,,
開船,khoiso,,
開創,khoico,,
開創,khoitsho,,
開春,khoicu,,
開到,khoito,,
開端,khoito,,
開恩,khoien,,
開發,khoifa,,
開放,khoifo,,
開工,khoiku,,
開弓,khoiki,,
開光,khoiko,,
開國,khoiko,,
開航,khoiho,,
開好,khoiho,,
開花,khoifa,,
開化,khoifa,,
開喙,khoitso,,
開喙,khoizo,,
開會,khoifi,,
開開,khoikh,,
開墾,khoikh,,
開口,khoikh,,
開礦,khoikh,,
開來,khoilo,,
開朗,khoilo,,
開路,khoilu,,
開滿,khoima,,
開門,khoimu,,
開明,khoimi,,
開設,khoisa,,
開聲,khoisa,,
開始,khoisi,,
開天,khoith,,
開庭,khoith,,
開頭,khoith,,
開向,khoihi,,
開心果,khsk,,
開戰,khoitsa,,
開戰,khoiza,,
開張,khoizo,,
開著,khoite,,
開轉,khoitso,,
開轉,khoizo,,
開桌,khoitso,,
開桌,khoizo,,
剴,khoi,,
凱,khoi,,
凱歌,khoiko,,
凱撒利亞,khsla,,
慨,khoi,,
塏,khoi,,
楷,kai,,
楷,khai,,
愷,khoi,,
鍇,khoi,,
闓,khoi,,
鎧,khoi,,
颽,khoi,,
欬,hoi,,
愾,khoi,,
刊,khan,,
刊,khon,,
勘,kham,,
勘查,khamca,,
勘查,khamtsha,,
堪,kham,,
堪得,khamte,,
堪唔得,khmt,,
嵁,kham,,
戡,kham,,
龕,kham,,
坎,kham,,
坎坷,khamkh,,
侃,khon,,
砍,kham,,
埳,kham,,
欿,kham,,
歁,kham,,
檻,kam,,
檻,khiam,,
轗,kham,,
看,khoan,,
看,khon,,
看ten,khonte,,
看出,khoncu,,
看出,khontshu,,
看穿,khonco,,
看穿,khontsho,,
看到,khonto,,
看得,khonte,,
看地,khonth,,
看法,khonfa,,
看顧,khonku,,
看管,khonko,,
看過,khonko,,
看好,khonho,,
看加,khonka,,
看見,khonki,,
看緊,khonki,,
看看,khonkh,,
看來,khonlo,,
看了,khonli,,
看明,khonmi,,
看破,khonph,,
看輕,khonkh,,
看去,khonhi,,
看人,khongi,,
看入,khongi,,
看山,khonsa,,
看守,khonsu,,
看守所,khss,,
看書,khonsu,,
看天,khonth,,
看透,khonth,,
看像,khonci,,
看像,khontshi,,
看仔,khone,,
看重,khoncu,,
看重,khonts,,
看重,khontshu,,
看重,khonzu,,
看著,khonte,,
看做,khontso,,
看做,khonzo,,
衎,khon,,
崁,kham,,
崁頂,khamta,,
崁頭,khamth,,
崁下,khamha,,
墈,kham,,
磡,ham,,
磡,kham,,
磡到,khamto,,
瞰,kham,,
矙,kham,,
康,khog,,
康,khong,,
康復,khogfu,,
康復,khongfu,,
康健,khogkh,,
康健,khongkh,,
康樂,khoglo,,
康樂,khonglo,,
漮,khog,,
漮,khong,,
慷,khog,,
慷,khong,,
慷慨,khogkh,,
慷慨,khongkh,,
糠,hog,,
糠,hong,,
鏮,khog,,
鏮,khong,,
扛,kog,,
扛,kong,,
扛出,kogcut,,
扛出,kongtshut,,
扛到,kogto,,
扛到,kongto,,
扛過,kogko,,
扛過,kongko,,
扛架,kogka,,
扛架,kongka,,
扛來,kogloi,,
扛來,kongloi,,
扛起,koghi,,
扛起,konghi,,
扛入,koggip,,
扛入,kongngip,,
扛壇,kogtha,,
扛壇,kongtha,,
扛著,kogten,,
扛著,kongten,,
扛走,kogzeu,,
扛走,kongtseu,,
亢,khog,,
亢,khong,,
匟,khog,,
匟,khong,,
伉,khog,,
伉,khong,,
抗,khog,,
抗,khong,,
抗議,khoggi,,
抗議,khongngi,,
抗爭,khogze,,
抗爭,khongtse,,
囥,khog,,
囥,khong,,
囥到,khogto,,
囥到,khongto,,
囥過,khogko,,
囥過,khongko,,
囥好,khogho,,
囥好,khongho,,
囥命,khogmi,,
囥命,khongmi,,
囥入,khoggi,,
囥入,khongngi,,
囥身,khogsi,,
囥身,khongsi,,
囥著,khogte,,
囥著,khongte,,
犺,khog,,
犺,khong,,
炕,khog,,
炕,khong,,
閌,khog,,
閌,khong,,
尻,khau,,
考,khau,,
考查,khauca,,
考查,khautsha,,
考到,khauto,,
考慮,khauli,,
考試,khausi,,
考驗,khaugi,,
考驗,khaung,,
攷,khau,,
攷,kho,,
拷,khau,,
拷問,khaumu,,
栲,khau,,
烤,khau,,
烤好,khauho,,
烤熟,khausu,,
犒,kho,,
銬,khau,,
靠,khau,,
靠,kho,,
靠海,khohoi,,
靠近,khokhi,,
靠山,khosan,,
靠傷,khosog,,
靠傷,khosong,,
靠著,khocok,,
靠著,khoten,,
靠著,khotshok,,
苛,kho,,
珂,ko,,
柯,kho,,
柯,khoa,,
柯珥,khoagi,,
柯珥,khoangi,,
科,kho,,
科技業,khkg,,
科學,khohok,,
牁,kho,,
趷,giet,,
趷,ngiet,,
蚵,o,,
棵,kho,,
軻,kho,,
痾,o,,
搕,khap,,
嗑,khap,,
稞,kho,,
鈳,ko,,
窠,kho,,
薖,kho,,
榼,khap,,
磕,gap,,
磕,khap,,
磕,ngap,,
瞌,khap,,
蝌,kho,,
樖,pho,,
頦,ko,,
頦,koi,,
頦鰓,koisoi,,
顆,kho,,
髁,kho,,
咳,hoi,,
咳,khiet,,
可,kho,,
可愛,khooi,,
可板,khopan,,
可比,khopi,,
可惡,khook,,
可貴,khokui,,
可行,khohag,,
可恨,khohen,,
可見,khokie,,
可靠,khokho,,
可拉,khola,,
可拉族,khlc,,
可拉族,khltsh,,
可利,kholi,,
可憐,kholie,,
可能,khonen,,
可怕,khopha,,
可畏,khovi,,
可惜,khosit,,
可信,khosin,,
可以,khoyi,,
可住,khohet,,
坷,kho,,
岢,kho,,
渴,hot,,
渴到,hotto,,
渴慕,hotmu,,
渴死,hotsi,,
渴望,hotmog,,
渴望,hotmong,,
克,khiet,,
克服,khietf,,
克己,khietk,,
克苦,khietk,,
克勞狄雅,khlthg,,
克勞狄雅,khlthn,,
克勞第,khlth,,
克勞第呂西亞,khlthl,,
克里特,khlth,,
克里特島,khltht,,
克里特人,khlthg,,
克里特人,khlthng,,
克西馬尼園,khsmny,,
刻,khat,,
刻,khiet,,
刻雕,khatti,,
刻刻,khietk,,
刻虧,khietk,,
刻銘,khietm,,
刻上,khatso,,
刻有,khatyu,,
刻著,khatte,,
刻字,khatsi,,
刻做,khattso,,
刻做,khatzo,,
剋,khiet,,
峇,hap,,
恪,khok,,
客,hak,,
客,khiet,,
客漢羅對照表,hhltts,,
客漢羅對照表,hhltzp,,
客話,hakfa,,
客家,hakka,,
客家話,hkf,,
客家聯誼會,hklgf,,
客家人,hkg,,
客家人,hkng,,
客家文,hkv,,
客家中會,hkzf,,
客尼馬尼,khsmn,,
客氣,hakhi,,
客人,hakgin,,
客人,hakngin,,
客屬,haksuk,,
客台文,hthv,,
客廳,haktha,,
客語,hakgi,,
客語,hakngi,,
客語,hg,,
客語羅馬字漢羅詞庫輸入法,#,,
客語聖經,hgsk,,
客語信望愛,hgsmo,,
客語影音教學專區,hgyykh,,
客語影音園地,hgyyyth,,
堁,kho,,
氪,khiet,,
溘,khap,,
課,kho,,
緙,khiet,,
錁,kho,,
騍,kho,,
肯,hen,,
肯,khien,,
肯定,khenth,,
啃,khen,,
啃,khie,,
啃齒,sencii,,
啃齒,sentshii,,
墾,khien,,
懇,khien,,
懇切,khenci,,
懇切,khentshi,,
懇求,khenkh,,
掯,khen,,
硍,han,,
裉,khen,,
阬,khag,,
阬,khang,,
坑,hag,,
坑,hang,,
坑sun,hagsun,,
坑sun,hangsun,,
坑壩,hangpa,,
坑底,hagtai,,
坑底,hangtai,,
坑肚,hagtu,,
坑肚,hangtu,,
坑窟,hagfut,,
坑窟,hangfut,,
坑壢,haglak,,
坑壢,hanglak,,
坑內,hagnui,,
坑內,hangnui,,
坑水,hagsui,,
坑水,hangsui,,
坑仔,hange,,
吭,hog,,
吭,hong,,
牼,khag,,
牼,khang,,
硜,khog,,
硜,khong,,
鏗,khin,,
鏗鏗,khinkh,,
空,khug,,
空,khung,,
空城,khugsa,,
空城,khungsa,,
空地,khugth,,
空地,khungth,,
空話,khugfa,,
空話,khungfa,,
空甲,khugka,,
空甲,khungka,,
空空,khugkh,,
空空,khungkh,,
空氣,khughi,,
空氣,khunghi,,
空前,khugci,,
空前,khungtshi,,
空殼,khugho,,
空殼,khungho,,
空拳,khugkh,,
空拳,khungkh,,
空雀,khugci,,
空雀,khungtshi,,
空手,khugsu,,
空手,khungsu,,
空守,khugsu,,
空守,khungsu,,
空談,khugth,,
空談,khungth,,
空位,khugvi,,
空位,khungvi,,
空心,khugsi,,
空心,khungsi,,
空虛,khughi,,
空虛,khunghi,,
空中,khugzu,,
空中,khungtsu,,
倥,khug,,
倥,khung,,
崆,khug,,
崆,khung,,
涳,khug,,
涳,khung,,
悾,khug,,
悾,khung,,
硿,khug,,
硿,khung,,
箜,khug,,
箜,khung,,
孔,khug,,
孔,khung,,
孔肚,khugtu,,
孔肚,khungtu,,
孔仔,khuge,,
孔仔,khunge,,
恐,khiug,,
恐,khiung,,
恐,khug,,
恐,khung,,
恐怖,khiugp,,
恐怖,khiungp,,
恐怕,khiugp,,
恐怕,khiungp,,
恐嚇,khiugh,,
恐嚇,khiungh,,
控,khug,,
控,khung,,
控告,khugko,,
控告,khungko,,
控制,khugzi,,
控制,khungtsi,,
鞚,kug,,
鞚,kung,,
芤,khieu,,
摳,kheu,,
彄,kheu,,
口,heu,,
口,khieu,,
口筆,khieup,,
口才,khieuc,,
口才,khieutsh,,
口唱,khieuc,,
口唱,khieutsh,,
口傳,khieuc,,
口傳,khieutsh,,
口短,khieut,,
口腹,khieup,,
口供,khieuk,,
口糧,khieul,,
口潾,heulan,,
口潾水,hls,,
口氣,khieuh,,
口舌,khieus,,
口是,khieus,,
口水,heusui,,
口味,khieum,,
口涎水,hls,,
口涎渣,hlz,,
口啞,khieua,,
口音,khieuy,,
口中,khieuts,,
口中,khieuz,,
叩,khieu,,
扣,khieu,,
怐,khieu,,
釦,khieu,,
寇,khieu,,
蔻,khieu,,
滱,khieu,,
簆,khieu,,
鷇,kheu,,
矻,khit,,
刳,khu,,
刳下,khauha,,
枯,khu,,
枯掉,khuthe,,
枯乾,khukon,,
枯燥,khutsau,,
枯燥,khuzau,,
桍,khoa,,
哭,khuk,,
堀,khut,,
跍,ku,,
跍著,kuten,,
窟,fut,,
窟,khut,,
窟肚,futtu,,
窟睡,khutso,,
窟仔,fute,,
骷,khu,,
苦,fu,,
苦,hu,,
苦,khu,,
苦杯,khupi,,
苦菜,fucoi,,
苦菜,futshoi,,
苦愁,khuseu,,
苦楚,khucu,,
苦楚,khutshu,,
苦待,khutha,,
苦膽,futam,,
苦到,khuto,,
苦毒,khuthu,,
苦篤,futuk,,
苦工,khukug,,
苦工,khukung,,
苦果,fuko,,
苦果,khuko,,
苦海,khuhoi,,
苦害,khuhoi,,
苦行,khuhag,,
苦行,khuhang,,
苦境,khukin,,
苦酒,futsiu,,
苦酒,fuziu,,
苦苦,fufu,,
苦苦,khukhu,,
苦勞,khulo,,
苦力,khulit,,
苦悶,khumun,,
苦命,khumia,,
苦難,khunan,,
苦難餅,khnp,,
苦惱,khunau,,
苦情,khucin,,
苦情,khutshin,,
苦撒,khusat,,
苦澀,fuset,,
苦水,fusui,,
苦痛,khuthu,,
苦刑,khuhin,,
苦修,khusiu,,
苦藥,fuyok,,
苦役,khuyit,,
苦戰,khutsan,,
苦戰,khuzan,,
楛,khu,,
庫,khu,,
酷,khuk,,
褲,fu,,
嚳,khuk,,
夸,khoa,,
姱,khoa,,
誇,khoa,,
誇獎,khoatsi,,
誇獎,khoazi,,
誇口,khoakh,,
誇耀,khoaye,,
誇讚,khoatsa,,
誇讚,khoaza,,
誇張,khoatso,,
誇張,khoazo,,
侉,khoa,,
垮,khoa,,
胯,khoa,,
跨,khoa,,
跨過,khiamk,,
骻,khoa,,
蒯,khoai,,
快,khoai,,
快船,khoais,,
快到,khoait,,
快會,khoaiv,,
快箭,khoaits,,
快箭,khoaiz,,
快快,khoaik,,
快馬,khoaim,,
快速,khoais,,
快信,khoais,,
快樂,khoail,,
塊,khoai,,
筷,khoai,,
儈,khoai,,
鄶,khoai,,
獪,koai,,
廥,khoai,,
膾,khoai,,
旝,khoai,,
鱠,khoai,,
寬,khon,,
寬待,khonth,,
寬闊,khonfa,,
寬免,khonmi,,
寬容,khonyu,,
寬赦,khonsa,,
髖,khon,,
梡,khoan,,
款,kham,,
款,khoan,,
款待,khoant,,
款式,khoans,,
窾,khoan,,
窾,khun,,
匡,khiog,,
匡,khiong,,
劻,khiog,,
劻,khiong,,
洭,khiog,,
洭,khiong,,
恇,khiog,,
恇,khiong,,
筐,khiog,,
筐,khiong,,
誆,khiog,,
誆,khiong,,
狂,khog,,
狂,khong,,
狂暴,khogph,,
狂暴,khongph,,
狂風,khogfu,,
狂風,khongf,,
狂話,khogfa,,
狂話,khongfa,,
狂歡,khogfo,,
狂歡,khongfo,,
狂狂,khogkh,,
狂狂,khongkh,,
狂人,khoggi,,
狂人,khongngi,,
狂戇,khoggo,,
狂戇,khongngo,,
誑,khog,,
誑,khong,,
懭,khog,,
懭,khong,,
況,khog,,
況,khong,,
框,khiog,,
框,khiong,,
框架,khiogk,,
框架,khiongk,,
框仔,khioge,,
框仔,khionge,,
眶,khiog,,
眶,khiong,,
貺,khog,,
貺,khong,,
絖,fog,,
絖,fong,,
絖,khog,,
絖,khong,,
鄺,khog,,
鄺,khong,,
壙,khog,,
壙,khong,,
曠,khog,,
曠,khong,,
曠野,khogya,,
曠野,khongya,,
礦,khog,,
礦,khong,,
礦場,khogco,,
礦場,khongtsho,,
礦石,khogsa,,
礦石,khongsa,,
穬,koag,,
穬,koang,,
纊,khog,,
纊,khong,,
刲,khui,,
悝,khui,,
盔,khui,,
聧,khui,,
窺,kui,,
虧,khui,,
虧負,khuifu,,
虧欠,khuikh,,
虧損,khuisu,,
闚,kui,,
奎,khui,,
逵,khui,,
馗,khui,,
揆,khui,,
葵,khui,,
暌,khui,,
魁,khui,,
戣,khui,,
睽,khui,,
騤,khui,,
夔,khui,,
傀,kui,,
頍,khui,,
跬,kui,,
磈,vi,,
蹞,kui,,
卼,gut,,
卼,ngut,,
喟,khui,,
愧,khui,,
媿,khui,,
匱,khui,,
蕢,khui,,
嘳,khoai,,
潰,khui,,
憒,khui,,
嬇,khui,,
樻,khui,,
餽,khui,,
聵,khui,,
簣,khui,,
鐀,khui,,
饋,khui,,
巋,kui,,
坤,khun,,
昆,khun,,
昆蟲,khuncu,,
昆蟲,khuntshu,,
崑,khun,,
琨,khun,,
焜,khun,,
髡,khun,,
褌,khun,,
錕,khun,,
鯤,khun,,
捆,khun,,
捆綁,khunpo,,
捆到,khunto,,
捆縛,khunph,,
捆過,khunko,,
捆著,khunte,,
悃,khun,,
梱,khun,,
裍,khun,,
壼,khun,,
稛,khun,,
綑,khun,,
綑好,khunho,,
閫,khun,,
困,khun,,
困逼,khunpe,,
困到,khunto,,
困苦,khunkh,,
困難,khunna,,
困窮,khunkh,,
困擾,khunye,,
睏,khun,,
括,khoat,,
括,koat,,
括弧,koatfu,,
括土,koatth,,
栝,koat,,
蛞,se,,
筈,koat,,
廓,khok,,
髺,koat,,
擴,khok,,
擴大,khoagt,,
擴大,khoangt,,
擴增,khoktse,,
擴增,khokze,,
擴展,khogza,,
擴展,khoktsa,,
擴展,khokza,,
擴展,khongtsa,,
擴張,khoktso,,
擴張,khokzo,,
闊,fat,,
闊闊,fatfat,,
闊牆,fatcio,,
闊牆,fattshio,,
霩,kok,,
鞹,khok,,
垃,la,,
垃,lep,,
垃圾,lasap,,
垃圾,letset,,
垃圾堆,lst,,
拉,la,,
拉,lai,,
拉,lap,,
拉hen,laihen,,
拉巴,lapa,,
拉巴城,lps,,
拉巴人,lpg,,
拉巴人,lpng,,
拉班,lapan,,
拉比,lapi,,
拉比多,lpt,,
拉璧,lapiak,,
拉波尼,lpn,,
拉伯沙基,lpsk,,
拉車,laica,,
拉車,laitsha,,
拉出,laicut,,
拉出,laitshut,,
拉大,lathai,,
拉代,lathoi,,
拉但,lathan,,
拉到,laito,,
拉丁,laten,,
拉斷,laitho,,
拉法,lafap,,
拉孚,lafu,,
拉弓,laikiu,,
拉共,lakhiu,,
拉哈,lahap,,
拉哈伯,lhp,,
拉哈勒,lhl,,
拉哈米,lhm,,
拉含,laham,,
拉合,lahap,,
拉吉,lakit,,
拉吉城,lks,,
拉吉王,lkv,,
